internal_project_id,project_code,legacy_ocms_code,pmgid,mapping_method,mapping_confidence
PAI-00049,PAI26-100048,OCMS-2024-10048,PMG-50048,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00050,PAI26-100049,OCMS-2018-10049,PMG-50049,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00051,PAI26-100050,OCMS-2019-10050,PMG-50050,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00052,PAI26-100051,OCMS-2020-10051,PMG-50051,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00053,PAI26-100052,OCMS-2021-10052,PMG-50052,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00054,PAI26-100053,OCMS-2022-10053,PMG-50053,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00055,PAI26-100054,OCMS-2023-10054,PMG-50054,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00056,PAI26-100055,OCMS-2024-10055,PMG-50055,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00057,PAI26-100056,OCMS-2018-10056,PMG-50056,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00058,PAI26-100057,OCMS-2019-10057,PMG-50057,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00059,PAI26-100058,OCMS-2020-10058,PMG-50058,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00060,PAI26-100059,OCMS-2021-10059,PMG-50059,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00061,PAI26-100060,OCMS-2022-10060,PMG-50060,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00062,PAI26-100061,OCMS-2023-10061,PMG-50061,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00063,PAI26-100062,OCMS-2024-10062,PMG-50062,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00064,PAI26-100063,OCMS-2018-10063,PMG-50063,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00065,PAI26-100064,OCMS-2019-10064,PMG-50064,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00066,PAI26-100065,OCMS-2020-10065,PMG-50065,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00067,PAI26-100066,OCMS-2021-10066,PMG-50066,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00068,PAI26-100067,OCMS-2022-10067,PMG-50067,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00069,PAI26-100068,OCMS-2023-10068,PMG-50068,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00070,PAI26-100069,OCMS-2024-10069,PMG-50069,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00071,PAI26-100070,OCMS-2018-10070,PMG-50070,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00072,PAI26-100071,OCMS-2019-10071,PMG-50071,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00073,PAI26-100072,OCMS-2020-10072,PMG-50072,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00074,PAI26-100073,OCMS-2021-10073,PMG-50073,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00075,PAI26-100074,OCMS-2022-10074,PMG-50074,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00076,PAI26-100075,OCMS-2023-10075,PMG-50075,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00077,PAI26-100076,OCMS-2024-10076,PMG-50076,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00078,PAI26-100077,OCMS-2018-10077,PMG-50077,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00079,PAI26-100078,OCMS-2019-10078,PMG-50078,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00080,PAI26-100079,OCMS-2020-10079,PMG-50079,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00081,PAI26-100080,OCMS-2021-10080,PMG-50080,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00082,PAI26-100081,OCMS-2022-10081,PMG-50081,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00083,PAI26-100082,OCMS-2023-10082,PMG-50082,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00084,PAI26-100083,OCMS-2024-10083,PMG-50083,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00085,PAI26-100084,OCMS-2018-10084,PMG-50084,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00086,PAI26-100085,OCMS-2019-10085,PMG-50085,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00087,PAI26-100086,OCMS-2020-10086,PMG-50086,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00088,PAI26-100087,OCMS-2021-10087,PMG-50087,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00089,PAI26-100088,OCMS-2022-10088,PMG-50088,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00090,PAI26-100089,OCMS-2023-10089,PMG-50089,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00091,PAI26-100090,OCMS-2024-10090,PMG-50090,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00092,PAI26-100091,OCMS-2018-10091,PMG-50091,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00093,PAI26-100092,OCMS-2019-10092,PMG-50092,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00094,PAI26-100093,OCMS-2020-10093,PMG-50093,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00095,PAI26-100094,OCMS-2021-10094,PMG-50094,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00096,PAI26-100095,OCMS-2022-10095,PMG-50095,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00097,PAI26-100096,OCMS-2023-10096,PMG-50096,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00098,PAI26-100097,OCMS-2024-10097,PMG-50097,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00099,PAI26-100098,OCMS-2018-10098,PMG-50098,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00100,PAI26-100099,OCMS-2019-10099,PMG-50099,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00101,PAI26-100100,OCMS-2020-10100,PMG-50100,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00102,PAI26-100101,OCMS-2021-10101,PMG-50101,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00103,PAI26-100102,OCMS-2022-10102,PMG-50102,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00104,PAI26-100103,OCMS-2023-10103,PMG-50103,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00105,PAI26-100104,OCMS-2024-10104,PMG-50104,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00106,PAI26-100105,OCMS-2018-10105,PMG-50105,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00107,PAI26-100106,OCMS-2019-10106,PMG-50106,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00108,PAI26-100107,OCMS-2020-10107,PMG-50107,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00109,PAI26-100108,OCMS-2021-10108,PMG-50108,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00110,PAI26-100109,OCMS-2022-10109,PMG-50109,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00111,PAI26-100110,OCMS-2023-10110,PMG-50110,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00112,PAI26-100111,OCMS-2024-10111,PMG-50111,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00113,PAI26-100112,OCMS-2018-10112,PMG-50112,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00114,PAI26-100113,OCMS-2019-10113,PMG-50113,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00115,PAI26-100114,OCMS-2020-10114,PMG-50114,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00116,PAI26-100115,OCMS-2021-10115,PMG-50115,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00117,PAI26-100116,OCMS-2022-10116,PMG-50116,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00118,PAI26-100117,OCMS-2023-10117,PMG-50117,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00119,PAI26-100118,OCMS-2024-10118,PMG-50118,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00120,PAI26-100119,OCMS-2018-10119,PMG-50119,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00121,PAI26-100120,OCMS-2019-10120,PMG-50120,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00122,PAI26-100121,OCMS-2020-10121,PMG-50121,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00123,PAI26-100122,OCMS-2021-10122,PMG-50122,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00124,PAI26-100123,OCMS-2022-10123,PMG-50123,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00125,PAI26-100124,OCMS-2023-10124,PMG-50124,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00126,PAI26-100125,OCMS-2024-10125,PMG-50125,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00127,PAI26-100126,OCMS-2018-10126,PMG-50126,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00128,PAI26-100127,OCMS-2019-10127,PMG-50127,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00129,PAI26-100128,OCMS-2020-10128,PMG-50128,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00130,PAI26-100129,OCMS-2021-10129,PMG-50129,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00131,PAI26-100130,OCMS-2022-10130,PMG-50130,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00132,PAI26-100131,OCMS-2023-10131,PMG-50131,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00133,PAI26-100132,OCMS-2024-10132,PMG-50132,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00134,PAI26-100133,OCMS-2018-10133,PMG-50133,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00135,PAI26-100134,OCMS-2019-10134,PMG-50134,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00136,PAI26-100135,OCMS-2020-10135,PMG-50135,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00137,PAI26-100136,OCMS-2021-10136,PMG-50136,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00138,PAI26-100137,OCMS-2022-10137,PMG-50137,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00139,PAI26-100138,OCMS-2023-10138,PMG-50138,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00140,PAI26-100139,OCMS-2024-10139,PMG-50139,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00141,PAI26-100140,OCMS-2018-10140,PMG-50140,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00142,PAI26-100141,OCMS-2019-10141,PMG-50141,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00143,PAI26-100142,OCMS-2020-10142,PMG-50142,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00144,PAI26-100143,OCMS-2021-10143,PMG-50143,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00145,PAI26-100144,OCMS-2022-10144,PMG-50144,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00146,PAI26-100145,OCMS-2023-10145,PMG-50145,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00147,PAI26-100146,OCMS-2024-10146,PMG-50146,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00148,PAI26-100147,OCMS-2018-10147,PMG-50147,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00149,PAI26-100148,OCMS-2019-10148,PMG-50148,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00150,PAI26-100149,OCMS-2020-10149,PMG-50149,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00151,PAI26-100150,OCMS-2021-10150,PMG-50150,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00152,PAI26-100151,OCMS-2022-10151,PMG-50151,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00153,PAI26-100152,OCMS-2023-10152,PMG-50152,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00154,PAI26-100153,OCMS-2024-10153,PMG-50153,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00155,PAI26-100154,OCMS-2018-10154,PMG-50154,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00156,PAI26-100155,OCMS-2019-10155,PMG-50155,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00157,PAI26-100156,OCMS-2020-10156,PMG-50156,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00158,PAI26-100157,OCMS-2021-10157,PMG-50157,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00159,PAI26-100158,OCMS-2022-10158,PMG-50158,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00160,PAI26-100159,OCMS-2023-10159,PMG-50159,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00161,PAI26-100160,OCMS-2024-10160,PMG-50160,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00162,PAI26-100161,OCMS-2018-10161,PMG-50161,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00163,PAI26-100162,OCMS-2019-10162,PMG-50162,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00164,PAI26-100163,OCMS-2020-10163,PMG-50163,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00165,PAI26-100164,OCMS-2021-10164,PMG-50164,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00166,PAI26-100165,OCMS-2022-10165,PMG-50165,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00167,PAI26-100166,OCMS-2023-10166,PMG-50166,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00168,PAI26-100167,OCMS-2024-10167,PMG-50167,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00169,PAI26-100168,OCMS-2018-10168,PMG-50168,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00170,PAI26-100169,OCMS-2019-10169,PMG-50169,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00171,PAI26-100170,OCMS-2020-10170,PMG-50170,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00172,PAI26-100171,OCMS-2021-10171,PMG-50171,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00173,PAI26-100172,OCMS-2022-10172,PMG-50172,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00174,PAI26-100173,OCMS-2023-10173,PMG-50173,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00175,PAI26-100174,OCMS-2024-10174,PMG-50174,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00176,PAI26-100175,OCMS-2018-10175,PMG-50175,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00177,PAI26-100176,OCMS-2019-10176,PMG-50176,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00178,PAI26-100177,OCMS-2020-10177,PMG-50177,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00179,PAI26-100178,OCMS-2021-10178,PMG-50178,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00180,PAI26-100179,OCMS-2022-10179,PMG-50179,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00181,PAI26-100180,OCMS-2023-10180,PMG-50180,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00182,PAI26-100181,OCMS-2024-10181,PMG-50181,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00183,PAI26-100182,OCMS-2018-10182,PMG-50182,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00184,PAI26-100183,OCMS-2019-10183,PMG-50183,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00185,PAI26-100184,OCMS-2020-10184,PMG-50184,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00186,PAI26-100185,OCMS-2021-10185,PMG-50185,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00187,PAI26-100186,OCMS-2022-10186,PMG-50186,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00188,PAI26-100187,OCMS-2023-10187,PMG-50187,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00189,PAI26-100188,OCMS-2024-10188,PMG-50188,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00190,PAI26-100189,OCMS-2018-10189,PMG-50189,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00191,PAI26-100190,OCMS-2019-10190,PMG-50190,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00192,PAI26-100191,OCMS-2020-10191,PMG-50191,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00193,PAI26-100192,OCMS-2021-10192,PMG-50192,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00194,PAI26-100193,OCMS-2022-10193,PMG-50193,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00195,PAI26-100194,OCMS-2023-10194,PMG-50194,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00196,PAI26-100195,OCMS-2024-10195,PMG-50195,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00197,PAI26-100196,OCMS-2018-10196,PMG-50196,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00198,PAI26-100197,OCMS-2019-10197,PMG-50197,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00199,PAI26-100198,OCMS-2020-10198,PMG-50198,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00200,PAI26-100199,OCMS-2021-10199,PMG-50199,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00201,PAI26-100200,OCMS-2022-10200,PMG-50200,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00202,PAI26-100201,OCMS-2023-10201,PMG-50201,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00203,PAI26-100202,OCMS-2024-10202,PMG-50202,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00204,PAI26-100203,OCMS-2018-10203,PMG-50203,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00205,PAI26-100204,OCMS-2019-10204,PMG-50204,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00206,PAI26-100205,OCMS-2020-10205,PMG-50205,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00207,PAI26-100206,OCMS-2021-10206,PMG-50206,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00208,PAI26-100207,OCMS-2022-10207,PMG-50207,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00209,PAI26-100208,OCMS-2023-10208,PMG-50208,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00210,PAI26-100209,OCMS-2024-10209,PMG-50209,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00211,PAI26-100210,OCMS-2018-10210,PMG-50210,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00212,PAI26-100211,OCMS-2019-10211,PMG-50211,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00213,PAI26-100212,OCMS-2020-10212,PMG-50212,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00214,PAI26-100213,OCMS-2021-10213,PMG-50213,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00215,PAI26-100214,OCMS-2022-10214,PMG-50214,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00216,PAI26-100215,OCMS-2023-10215,PMG-50215,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00217,PAI26-100216,OCMS-2024-10216,PMG-50216,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00218,PAI26-100217,OCMS-2018-10217,PMG-50217,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00219,PAI26-100218,OCMS-2019-10218,PMG-50218,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00220,PAI26-100219,OCMS-2020-10219,PMG-50219,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00221,PAI26-100220,OCMS-2021-10220,PMG-50220,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00222,PAI26-100221,OCMS-2022-10221,PMG-50221,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00223,PAI26-100222,OCMS-2023-10222,PMG-50222,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00224,PAI26-100223,OCMS-2024-10223,PMG-50223,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00225,PAI26-100224,OCMS-2018-10224,PMG-50224,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00226,PAI26-100225,OCMS-2019-10225,PMG-50225,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00227,PAI26-100226,OCMS-2020-10226,PMG-50226,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00228,PAI26-100227,OCMS-2021-10227,PMG-50227,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00229,PAI26-100228,OCMS-2022-10228,PMG-50228,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00230,PAI26-100229,OCMS-2023-10229,PMG-50229,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00231,PAI26-100230,OCMS-2024-10230,PMG-50230,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00232,PAI26-100231,OCMS-2018-10231,PMG-50231,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00233,PAI26-100232,OCMS-2019-10232,PMG-50232,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00234,PAI26-100233,OCMS-2020-10233,PMG-50233,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00235,PAI26-100234,OCMS-2021-10234,PMG-50234,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00236,PAI26-100235,OCMS-2022-10235,PMG-50235,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00237,PAI26-100236,OCMS-2023-10236,PMG-50236,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00238,PAI26-100237,OCMS-2024-10237,PMG-50237,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00239,PAI26-100238,OCMS-2018-10238,PMG-50238,EXACT_SYNTHETIC_ID_MAP,1.0
PAI-00240,PAI26-100239,OCMS-2019-10239,PMG-50239,EXACT_SYNTHETIC_ID_MAP,1.0
